Region,Date,Value,Cases,Cases.Cumulative,Deaths.Cumulative,
,#date,#affected+infected+value+num,,,,
Region 3,3/1/2020,0,0,0,0,
Region 3,3/2/2020,0,0,0,0,
Region 3,3/3/2020,0,0,0,0,
Region 3,3/4/2020,0,0,0,0,
Region 3,3/5/2020,0,0,0,0,
Region 3,3/6/2020,0,0,0,0,
Region 3,3/7/2020,0,0,0,0,
Region 3,3/8/2020,0,0,0,0,
Region 3,3/9/2020,0,0,0,0,
Region 3,3/10/2020,0,0,0,0,
Region 3,3/11/2020,0,0,0,0,
Region 3,3/12/2020,0,0,0,0,
Region 3,3/13/2020,0,0,0,0,
Region 3,3/14/2020,0,0,0,0,
Region 3,3/15/2020,0,0,0,0,
Region 3,3/16/2020,0,0,0,0,
Region 3,3/17/2020,0,0,0,0,
Region 3,3/18/2020,0,0,0,0,
Region 3,3/19/2020,0,0,0,0,
Region 3,3/20/2020,0,0,0,0,
Region 3,3/21/2020,0,0,0,0,
Region 3,3/22/2020,0,0,0,0,
Region 3,3/23/2020,0,0,0,0,
Region 3,3/24/2020,0,0,0,0,
Region 3,3/25/2020,0,0,0,0,
Region 3,3/26/2020,0,0,0,0,
Region 3,3/27/2020,0,0,0,0,
Region 3,3/28/2020,0,0,0,0,
Region 3,3/29/2020,0,0,0,0,
Region 3,3/30/2020,0,0,0,0,
Region 3,3/31/2020,0,0,0,0,
Region 3,4/1/2020,0,0,0,0,
Region 3,4/2/2020,0,0,0,0,
Region 3,4/3/2020,0,0,0,0,
Region 3,4/4/2020,0,0,0,0,
Region 3,4/5/2020,0,0,0,0,
Region 3,4/6/2020,0,0,0,0,
Region 3,4/7/2020,0,0,0,0,
Region 3,4/8/2020,0,1,1,0,
Region 3,4/9/2020,0,0,1,0,
Region 3,4/10/2020,0,0,1,0,
Region 3,4/11/2020,0,0,1,0,
Region 3,4/12/2020,0,0,1,0,
Region 3,4/13/2020,0,1,2,0,
Region 3,4/14/2020,0,0,2,0,
Region 3,4/15/2020,0,1,3,0,
Region 3,4/16/2020,0,0,3,0,
Region 3,4/17/2020,0,0,3,0,
Region 3,4/18/2020,0,1,4,0,
Region 3,4/19/2020,0,0,4,0,
Region 3,4/20/2020,0,0,4,0,
Region 3,4/21/2020,0,0,4,0,
Region 3,4/22/2020,0,0,4,0,
Region 3,4/23/2020,0,0,4,0,
Region 3,4/24/2020,0,0,4,0,
Region 3,4/25/2020,0,0,4,0,
Region 3,4/26/2020,0,0,4,0,
Region 3,4/27/2020,0,0,4,0,
Region 3,4/28/2020,1,0,4,1,
Region 3,4/29/2020,0,0,4,1,
Region 3,4/30/2020,0,0,4,1,
Region 3,5/1/2020,0,0,4,1,
Region 3,5/2/2020,0,0,4,1,
Region 3,5/3/2020,0,0,4,1,
Region 3,5/4/2020,0,0,4,1,
Region 3,5/5/2020,0,0,4,1,
Region 3,5/6/2020,0,1,5,1,
Region 3,5/7/2020,0,0,5,1,
Region 3,5/8/2020,0,0,5,1,
Region 3,5/9/2020,0,1,6,1,
Region 3,5/10/2020,0,0,6,1,
Region 3,5/11/2020,0,0,6,1,
Region 3,5/12/2020,0,0,6,1,
Region 3,5/13/2020,0,0,6,1,
Region 3,5/14/2020,0,1,7,1,
Region 3,5/15/2020,0,1,8,1,
Region 3,5/16/2020,0,0,8,1,
Region 3,5/17/2020,0,1,9,1,
Region 3,5/18/2020,0,2,11,1,
Region 3,5/19/2020,0,1,12,1,
Region 3,5/20/2020,0,1,13,1,
Region 3,5/21/2020,0,0,13,1,
Region 3,5/22/2020,0,2,15,1,
Region 3,5/23/2020,0,0,15,1,
Region 3,5/24/2020,0,1,16,1,
Region 3,5/25/2020,0,0,16,1,
Region 3,5/26/2020,0,1,17,1,
Region 3,5/27/2020,0,1,18,1,
Region 3,5/28/2020,0,0,18,1,
Region 3,5/29/2020,0,0,18,1,
Region 3,5/30/2020,0,0,18,1,
Region 3,5/31/2020,0,0,18,1,
Region 3,6/1/2020,0,0,18,1,
Region 3,6/2/2020,0,0,18,1,
Region 3,6/3/2020,0,0,18,1,
Region 3,6/4/2020,0,0,18,1,
Region 3,6/5/2020,0,0,18,1,
Region 3,6/6/2020,0,0,18,1,
Region 3,6/7/2020,0,0,18,1,
Region 3,6/8/2020,0,0,18,1,
Region 3,6/9/2020,0,0,18,1,
Region 3,6/10/2020,0,0,18,1,
Region 3,6/11/2020,0,0,18,1,
Region 3,6/12/2020,0,0,18,1,
Region 3,6/13/2020,0,0,18,1,
Region 3,6/14/2020,0,0,18,1,
Region 3,6/15/2020,0,0,18,1,
Region 3,6/16/2020,0,0,18,1,
Region 3,6/17/2020,0,1,19,1,
Region 3,6/18/2020,0,0,19,1,
Region 3,6/19/2020,0,1,20,1,
Region 3,6/20/2020,0,0,20,1,
Region 3,6/21/2020,0,0,20,1,
Region 3,6/22/2020,0,0,20,1,
Region 3,6/23/2020,0,0,20,1,
Region 3,6/24/2020,0,0,20,1,
Region 3,6/25/2020,0,0,20,1,
Region 3,6/26/2020,0,0,20,1,
Region 3,6/27/2020,0,1,21,1,
Region 3,6/28/2020,0,0,21,1,
Region 3,6/29/2020,0,0,21,1,
Region 3,6/30/2020,0,0,21,1,
Region 3,7/1/2020,0,0,21,1,
Region 3,7/2/2020,0,0,21,1,
Region 3,7/3/2020,0,1,22,1,
Region 3,7/4/2020,0,0,22,1,
Region 3,7/5/2020,0,1,23,1,
Region 3,7/6/2020,0,0,23,1,
Region 3,7/7/2020,0,0,23,1,
Region 3,7/8/2020,0,0,23,1,
Region 3,7/9/2020,0,1,24,1,
Region 3,7/10/2020,0,0,24,1,
Region 3,7/11/2020,0,0,24,1,
Region 3,7/12/2020,0,0,24,1,
Region 3,7/13/2020,0,1,25,1,
Region 3,7/14/2020,0,0,25,1,
Region 3,7/15/2020,0,0,25,1,
Region 3,7/16/2020,0,0,25,1,
Region 3,7/17/2020,0,0,25,1,
Region 3,7/18/2020,0,0,25,1,
Region 3,7/19/2020,0,0,25,1,
Region 3,7/20/2020,0,0,25,1,
Region 3,7/21/2020,0,0,25,1,
Region 3,7/22/2020,0,1,26,1,
Region 3,7/23/2020,0,0,26,1,
Region 3,7/24/2020,0,0,26,1,
Region 3,7/25/2020,0,0,26,1,
Region 3,7/26/2020,0,0,26,1,
Region 3,7/27/2020,0,0,26,1,
Region 3,7/28/2020,0,0,26,1,
Region 3,7/29/2020,0,0,26,1,
Region 3,7/30/2020,0,1,27,1,
Region 3,7/31/2020,0,0,27,1,
Region 3,8/1/2020,0,0,27,1,
Region 3,8/2/2020,0,0,27,1,
Region 3,8/3/2020,0,0,27,1,
Region 3,8/4/2020,0,0,27,1,
Region 3,8/5/2020,0,0,27,1,
Region 3,8/6/2020,0,1,28,1,
Region 3,8/7/2020,0,0,28,1,
Region 3,8/8/2020,0,0,28,1,
Region 3,8/9/2020,0,0,28,1,
Region 3,8/10/2020,0,0,28,1,
Region 3,8/11/2020,0,0,28,1,
Region 3,8/12/2020,0,0,28,1,
Region 3,8/13/2020,0,0,28,1,
Region 3,8/14/2020,0,0,28,1,
Region 3,8/15/2020,1,0,28,2,
Region 3,8/16/2020,0,0,28,2,
Region 3,8/17/2020,0,0,28,2,
Region 3,8/18/2020,0,0,28,2,
Region 3,8/19/2020,0,0,28,2,
Region 3,8/20/2020,0,0,28,2,
Region 3,8/21/2020,0,1,29,2,
Region 3,8/22/2020,0,0,29,2,
Region 3,8/23/2020,0,0,29,2,
Region 3,8/24/2020,0,0,29,2,
Region 3,8/25/2020,0,2,31,2,
Region 3,8/26/2020,0,0,31,2,
Region 3,8/27/2020,0,0,31,2,
Region 3,8/28/2020,0,0,31,2,
Region 3,8/29/2020,0,0,31,2,
Region 3,8/30/2020,0,0,31,2,
Region 3,8/31/2020,0,1,32,2,
Region 3,9/1/2020,0,0,32,2,
Region 3,9/2/2020,0,0,32,2,
Region 3,9/3/2020,0,0,32,2,
Region 3,9/4/2020,0,0,32,2,
Region 3,9/5/2020,0,1,33,2,
Region 3,9/6/2020,0,0,33,2,
Region 3,9/7/2020,0,0,33,2,
Region 3,9/8/2020,0,1,34,2,
Region 3,9/9/2020,0,0,34,2,
Region 3,9/10/2020,0,0,34,2,
Region 3,9/11/2020,0,0,34,2,
Region 3,9/12/2020,0,0,34,2,
Region 3,9/13/2020,0,1,35,2,
Region 3,9/14/2020,0,0,35,2,
Region 3,9/15/2020,0,0,35,2,
Region 3,9/16/2020,0,0,35,2,
Region 3,9/17/2020,0,0,35,2,
Region 3,9/18/2020,0,0,35,2,
Region 3,9/19/2020,0,0,35,2,
Region 3,9/20/2020,0,0,35,2,
Region 3,9/21/2020,0,1,36,2,
Region 3,9/22/2020,0,0,36,2,
Region 3,9/23/2020,0,1,37,2,
Region 3,9/24/2020,0,1,38,2,
Region 3,9/25/2020,0,0,38,2,
Region 3,9/26/2020,0,0,38,2,
Region 3,9/27/2020,0,0,38,2,
Region 3,9/28/2020,0,1,39,2,
Region 3,9/29/2020,0,0,39,2,
Region 3,9/30/2020,0,0,39,2,
Region 3,10/1/2020,0,1,40,2,
Region 3,10/2/2020,0,0,40,2,
Region 3,10/3/2020,0,0,40,2,
Region 3,10/4/2020,0,0,40,2,
Region 3,10/5/2020,0,0,40,2,
Region 3,10/6/2020,0,0,40,2,
Region 3,10/7/2020,0,0,40,2,
Region 3,10/8/2020,0,1,41,2,
Region 3,10/9/2020,0,1,42,2,
Region 3,10/10/2020,0,0,42,2,
Region 3,10/11/2020,0,1,43,2,
Region 3,10/12/2020,0,0,43,2,
Region 3,10/13/2020,0,0,43,2,
Region 3,10/14/2020,0,0,43,2,
Region 3,10/15/2020,0,0,43,2,
Region 3,10/16/2020,0,1,44,2,
Region 3,10/17/2020,0,1,45,2,
Region 3,10/18/2020,0,0,45,2,
Region 3,10/19/2020,0,0,45,2,
Region 3,10/20/2020,0,0,45,2,
Region 3,10/21/2020,0,0,45,2,
Region 3,10/22/2020,0,0,45,2,
Region 3,10/23/2020,0,0,45,2,
Region 3,10/24/2020,0,1,46,2,
Region 3,10/25/2020,0,2,48,2,
Region 3,10/26/2020,1,0,48,3,
Region 3,10/27/2020,0,0,48,3,
Region 3,10/28/2020,0,1,49,3,
Region 3,10/29/2020,0,1,50,3,
Region 3,10/30/2020,0,0,50,3,
Region 3,10/31/2020,0,0,50,3,
Region 3,11/1/2020,0,4,54,3,
Region 3,11/2/2020,0,1,55,3,
Region 3,11/3/2020,0,2,57,3,
Region 3,11/4/2020,0,1,58,3,
Region 3,11/5/2020,0,3,61,3,
Region 3,11/6/2020,0,0,61,3,
Region 3,11/7/2020,0,1,62,3,
Region 3,11/8/2020,0,4,66,3,
Region 3,11/9/2020,0,4,70,3,
Region 3,11/10/2020,0,3,73,3,
Region 3,11/11/2020,0,2,75,3,
Region 3,11/12/2020,0,2,77,3,
Region 3,11/13/2020,0,2,79,3,
Region 3,11/14/2020,0,3,82,3,
Region 3,3/1/2020,0,0,0,0,
Region 3,3/2/2020,0,0,0,0,
Region 3,3/3/2020,0,0,0,0,
Region 3,3/4/2020,0,0,0,0,
Region 3,3/5/2020,0,0,0,0,
Region 3,3/6/2020,0,0,0,0,
Region 3,3/7/2020,0,0,0,0,
Region 3,3/8/2020,0,0,0,0,
Region 3,3/9/2020,0,0,0,0,
Region 3,3/10/2020,0,0,0,0,
Region 3,3/11/2020,0,0,0,0,
Region 3,3/12/2020,0,0,0,0,
Region 3,3/13/2020,0,0,0,0,
Region 3,3/14/2020,0,0,0,0,
Region 3,3/15/2020,0,0,0,0,
Region 3,3/16/2020,0,0,0,0,
Region 3,3/17/2020,0,0,0,0,
Region 3,3/18/2020,0,0,0,0,
Region 3,3/19/2020,0,0,0,0,
Region 3,3/20/2020,0,0,0,0,
Region 3,3/21/2020,0,0,0,0,
Region 3,3/22/2020,0,0,0,0,
Region 3,3/23/2020,0,0,0,0,
Region 3,3/24/2020,0,0,0,0,
Region 3,3/25/2020,0,0,0,0,
Region 3,3/26/2020,0,0,0,0,
Region 3,3/27/2020,0,0,0,0,
Region 3,3/28/2020,0,0,0,0,
Region 3,3/29/2020,0,0,0,0,
Region 3,3/30/2020,0,0,0,0,
Region 3,3/31/2020,0,0,0,0,
Region 3,4/1/2020,0,0,0,0,
Region 3,4/2/2020,0,0,0,0,
Region 3,4/3/2020,0,0,0,0,
Region 3,4/4/2020,0,0,0,0,
Region 3,4/5/2020,0,0,0,0,
Region 3,4/6/2020,0,0,0,0,
Region 3,4/7/2020,0,0,0,0,
Region 3,4/8/2020,0,0,0,0,
Region 3,4/9/2020,0,0,0,0,
Region 3,4/10/2020,0,0,0,0,
Region 3,4/11/2020,0,0,0,0,
Region 3,4/12/2020,0,0,0,0,
Region 3,4/13/2020,0,0,0,0,
Region 3,4/14/2020,0,0,0,0,
Region 3,4/15/2020,0,0,0,0,
Region 3,4/16/2020,0,0,0,0,
Region 3,4/17/2020,0,0,0,0,
Region 3,4/18/2020,0,0,0,0,
Region 3,4/19/2020,0,0,0,0,
Region 3,4/20/2020,0,0,0,0,
Region 3,4/21/2020,0,0,0,0,
Region 3,4/22/2020,0,0,0,0,
Region 3,4/23/2020,0,0,0,0,
Region 3,4/24/2020,0,0,0,0,
Region 3,4/25/2020,0,0,0,0,
Region 3,4/26/2020,0,0,0,0,
Region 3,4/27/2020,0,0,0,0,
Region 3,4/28/2020,0,0,0,0,
Region 3,4/29/2020,0,0,0,0,
Region 3,4/30/2020,0,0,0,0,
Region 3,5/1/2020,0,0,0,0,
Region 3,5/2/2020,0,0,0,0,
Region 3,5/3/2020,0,0,0,0,
Region 3,5/4/2020,0,0,0,0,
Region 3,5/5/2020,0,0,0,0,
Region 3,5/6/2020,0,0,0,0,
Region 3,5/7/2020,0,0,0,0,
Region 3,5/8/2020,0,0,0,0,
Region 3,5/9/2020,0,0,0,0,
Region 3,5/10/2020,0,0,0,0,
Region 3,5/11/2020,0,0,0,0,
Region 3,5/12/2020,0,0,0,0,
Region 3,5/13/2020,0,0,0,0,
Region 3,5/14/2020,0,0,0,0,
Region 3,5/15/2020,0,0,0,0,
Region 3,5/16/2020,0,0,0,0,
Region 3,5/17/2020,0,0,0,0,
Region 3,5/18/2020,0,0,0,0,
Region 3,5/19/2020,0,0,0,0,
Region 3,5/20/2020,0,0,0,0,
Region 3,5/21/2020,0,0,0,0,
Region 3,5/22/2020,0,0,0,0,
Region 3,5/23/2020,0,0,0,0,
Region 3,5/24/2020,0,0,0,0,
Region 3,5/25/2020,0,0,0,0,
Region 3,5/26/2020,0,0,0,0,
Region 3,5/27/2020,0,0,0,0,
Region 3,5/28/2020,0,0,0,0,
Region 3,5/29/2020,0,0,0,0,
Region 3,5/30/2020,0,0,0,0,
Region 3,5/31/2020,0,0,0,0,
Region 3,6/1/2020,0,0,0,0,
Region 3,6/2/2020,0,0,0,0,
Region 3,6/3/2020,0,0,0,0,
Region 3,6/4/2020,0,1,1,0,
Region 3,6/5/2020,0,0,1,0,
Region 3,6/6/2020,0,0,1,0,
Region 3,6/7/2020,0,0,1,0,
Region 3,6/8/2020,0,1,2,0,
Region 3,6/9/2020,0,0,2,0,
Region 3,6/10/2020,0,0,2,0,
Region 3,6/11/2020,0,0,2,0,
Region 3,6/12/2020,0,0,2,0,
Region 3,6/13/2020,0,0,2,0,
Region 3,6/14/2020,0,0,2,0,
Region 3,6/15/2020,0,0,2,0,
Region 3,6/16/2020,0,0,2,0,
Region 3,6/17/2020,0,1,3,0,
Region 3,6/18/2020,0,0,3,0,
Region 3,6/19/2020,0,0,3,0,
Region 3,6/20/2020,0,0,3,0,
Region 3,6/21/2020,0,0,3,0,
Region 3,6/22/2020,0,0,3,0,
Region 3,6/23/2020,0,0,3,0,
Region 3,6/24/2020,0,0,3,0,
Region 3,6/25/2020,0,0,3,0,
Region 3,6/26/2020,0,1,4,0,
Region 3,6/27/2020,0,1,5,0,
Region 3,6/28/2020,0,0,5,0,
Region 3,6/29/2020,0,0,5,0,
Region 3,6/30/2020,0,0,5,0,
Region 3,7/1/2020,0,0,5,0,
Region 3,7/2/2020,0,0,5,0,
Region 3,7/3/2020,0,0,5,0,
Region 3,7/4/2020,0,0,5,0,
Region 3,7/5/2020,0,0,5,0,
Region 3,7/6/2020,0,0,5,0,
Region 3,7/7/2020,0,0,5,0,
Region 3,7/8/2020,0,0,5,0,
Region 3,7/9/2020,0,1,6,0,
Region 3,7/10/2020,0,0,6,0,
Region 3,7/11/2020,0,0,6,0,
Region 3,7/12/2020,0,0,6,0,
Region 3,7/13/2020,0,0,6,0,
Region 3,7/14/2020,0,0,6,0,
Region 3,7/15/2020,0,0,6,0,
Region 3,7/16/2020,0,0,6,0,
Region 3,7/17/2020,0,0,6,0,
Region 3,7/18/2020,0,0,6,0,
Region 3,7/19/2020,0,0,6,0,
Region 3,7/20/2020,0,1,7,0,
Region 3,7/21/2020,0,1,8,0,
Region 3,7/22/2020,0,0,8,0,
Region 3,7/23/2020,0,0,8,0,
Region 3,7/24/2020,0,0,8,0,
Region 3,7/25/2020,0,0,8,0,
Region 3,7/26/2020,0,0,8,0,
Region 3,7/27/2020,0,1,9,0,
Region 3,7/28/2020,0,0,9,0,
Region 3,7/29/2020,0,2,11,0,
Region 3,7/30/2020,0,0,11,0,
Region 3,7/31/2020,0,1,12,0,
Region 3,8/1/2020,0,3,15,0,
Region 3,8/2/2020,0,1,16,0,
Region 3,8/3/2020,0,0,16,0,
Region 3,8/4/2020,0,1,17,0,
Region 3,8/5/2020,0,0,17,0,
Region 3,8/6/2020,0,0,17,0,
Region 3,8/7/2020,0,0,17,0,
Region 3,8/8/2020,0,1,18,0,
Region 3,8/9/2020,0,0,18,0,
Region 3,8/10/2020,0,0,18,0,
Region 3,8/11/2020,0,3,21,0,
Region 3,8/12/2020,0,1,22,0,
Region 3,8/13/2020,0,1,23,0,
Region 3,8/14/2020,0,0,23,0,
Region 3,8/15/2020,0,1,24,0,
Region 3,8/16/2020,0,0,24,0,
Region 3,8/17/2020,0,0,24,0,
Region 3,8/18/2020,0,0,24,0,
Region 3,8/19/2020,0,0,24,0,
Region 3,8/20/2020,0,0,24,0,
Region 3,8/21/2020,0,0,24,0,
Region 3,8/22/2020,0,0,24,0,
Region 3,8/23/2020,0,0,24,0,
Region 3,8/24/2020,0,0,24,0,
Region 3,8/25/2020,0,0,24,0,
Region 3,8/26/2020,0,0,24,0,
Region 3,8/27/2020,0,0,24,0,
Region 3,8/28/2020,0,0,24,0,
Region 3,8/29/2020,0,0,24,0,
Region 3,8/30/2020,0,0,24,0,
Region 3,8/31/2020,0,0,24,0,
Region 3,9/1/2020,0,0,24,0,
Region 3,9/2/2020,0,0,24,0,
Region 3,9/3/2020,0,0,24,0,
Region 3,9/4/2020,0,0,24,0,
Region 3,9/5/2020,0,0,24,0,
Region 3,9/6/2020,0,0,24,0,
Region 3,9/7/2020,0,0,24,0,
Region 3,9/8/2020,0,0,24,0,
Region 3,9/9/2020,0,0,24,0,
Region 3,9/10/2020,0,0,24,0,
Region 3,9/11/2020,0,0,24,0,
Region 3,9/12/2020,0,0,24,0,
Region 3,9/13/2020,0,0,24,0,
Region 3,9/14/2020,0,0,24,0,
Region 3,9/15/2020,0,0,24,0,
Region 3,9/16/2020,0,0,24,0,
Region 3,9/17/2020,0,0,24,0,
Region 3,9/18/2020,0,0,24,0,
Region 3,9/19/2020,0,0,24,0,
Region 3,9/20/2020,0,1,25,0,
Region 3,9/21/2020,0,0,25,0,
Region 3,9/22/2020,0,1,26,0,
Region 3,9/23/2020,0,0,26,0,
Region 3,9/24/2020,0,0,26,0,
Region 3,9/25/2020,0,1,27,0,
Region 3,9/26/2020,0,0,27,0,
Region 3,9/27/2020,0,0,27,0,
Region 3,9/28/2020,0,0,27,0,
Region 3,9/29/2020,0,0,27,0,
Region 3,9/30/2020,0,1,28,0,
Region 3,10/1/2020,0,1,29,0,
Region 3,10/2/2020,0,1,30,0,
Region 3,10/3/2020,0,1,31,0,
Region 3,10/4/2020,0,0,31,0,
Region 3,10/5/2020,0,9,40,0,
Region 3,10/6/2020,0,4,44,0,
Region 3,10/7/2020,0,9,53,0,
Region 3,10/8/2020,0,3,56,0,
Region 3,10/9/2020,0,5,61,0,
Region 3,10/10/2020,0,2,63,0,
Region 3,10/11/2020,0,2,65,0,
Region 3,10/12/2020,0,5,70,0,
Region 3,10/13/2020,0,5,75,0,
Region 3,10/14/2020,0,0,75,0,
Region 3,10/15/2020,0,0,75,0,
Region 3,10/16/2020,1,1,76,1,
Region 3,10/17/2020,0,0,76,1,
Region 3,10/18/2020,0,1,77,1,
Region 3,10/19/2020,0,1,78,1,
Region 3,10/20/2020,0,4,82,1,
Region 3,10/21/2020,0,3,85,1,
Region 3,10/22/2020,0,2,87,1,
Region 3,10/23/2020,0,2,89,1,
Region 3,10/24/2020,0,1,90,1,
Region 3,10/25/2020,0,2,92,1,
Region 3,10/26/2020,0,0,92,1,
Region 3,10/27/2020,0,3,95,1,
Region 3,10/28/2020,0,3,98,1,
Region 3,10/29/2020,0,1,99,1,
Region 3,10/30/2020,0,4,103,1,
Region 3,10/31/2020,0,1,104,1,
Region 3,11/1/2020,0,2,106,1,
Region 3,11/2/2020,0,5,111,1,
Region 3,11/3/2020,0,0,111,1,
Region 3,11/4/2020,0,1,112,1,
Region 3,11/5/2020,0,3,115,1,
Region 3,11/6/2020,0,3,118,1,
Region 3,11/7/2020,0,0,118,1,
Region 3,11/8/2020,0,1,119,1,
Region 3,11/9/2020,0,1,120,1,
Region 3,11/10/2020,0,0,120,1,
Region 3,11/11/2020,0,2,122,1,
Region 3,11/12/2020,0,0,122,1,
Region 3,11/13/2020,0,1,123,1,
Region 3,11/14/2020,0,0,123,1,
Region 8,3/1/2020,0,0,0,0,
Region 8,3/2/2020,0,0,0,0,
Region 8,3/3/2020,0,0,0,0,
Region 8,3/4/2020,0,0,0,0,
Region 8,3/5/2020,0,0,0,0,
Region 8,3/6/2020,0,0,0,0,
Region 8,3/7/2020,0,0,0,0,
Region 8,3/8/2020,0,0,0,0,
Region 8,3/9/2020,0,0,0,0,
Region 8,3/10/2020,0,0,0,0,
Region 8,3/11/2020,0,0,0,0,
Region 8,3/12/2020,0,0,0,0,
Region 8,3/13/2020,0,0,0,0,
Region 8,3/14/2020,0,0,0,0,
Region 8,3/15/2020,0,1,1,0,
Region 8,3/16/2020,0,0,1,0,
Region 8,3/17/2020,0,0,1,0,
Region 8,3/18/2020,0,0,1,0,
Region 8,3/19/2020,0,0,1,0,
Region 8,3/20/2020,0,1,2,0,
Region 8,3/21/2020,0,0,2,0,
Region 8,3/22/2020,0,0,2,0,
Region 8,3/23/2020,0,0,2,0,
Region 8,3/24/2020,0,1,3,0,
Region 8,3/25/2020,0,3,6,0,
Region 8,3/26/2020,0,0,6,0,
Region 8,3/27/2020,0,5,11,0,
Region 8,3/28/2020,0,1,12,0,
Region 8,3/29/2020,0,0,12,0,
Region 8,3/30/2020,0,3,15,0,
Region 8,3/31/2020,0,1,16,0,
Region 8,4/1/2020,0,1,17,0,
Region 8,4/2/2020,0,2,19,0,
Region 8,4/3/2020,0,4,23,0,
Region 8,4/4/2020,0,2,25,0,
Region 8,4/5/2020,0,0,25,0,
Region 8,4/6/2020,0,1,26,0,
Region 8,4/7/2020,0,0,26,0,
Region 8,4/8/2020,0,1,27,0,
Region 8,4/9/2020,0,0,27,0,
Region 8,4/10/2020,0,7,34,0,
Region 8,4/11/2020,0,1,35,0,
Region 8,4/12/2020,0,3,38,0,
Region 8,4/13/2020,0,4,42,0,
Region 8,4/14/2020,0,2,44,0,
Region 8,4/15/2020,0,4,48,0,
Region 8,4/16/2020,0,7,55,0,
Region 8,4/17/2020,0,3,58,0,
Region 8,4/18/2020,0,5,63,0,
Region 8,4/19/2020,0,4,67,0,
Region 8,4/20/2020,0,5,72,0,
Region 8,4/21/2020,0,9,81,0,
Region 8,4/22/2020,0,3,84,0,
Region 8,4/23/2020,1,7,91,1,
Region 8,4/24/2020,0,8,99,1,
Region 8,4/25/2020,1,6,105,2,
Region 8,4/26/2020,0,7,112,2,
Region 8,4/27/2020,0,2,114,2,
Region 8,4/28/2020,1,9,123,3,
Region 8,4/29/2020,0,6,129,3,
Region 8,4/30/2020,0,8,137,3,
Region 8,5/1/2020,0,6,143,3,
Region 8,5/2/2020,0,3,146,3,
Region 8,5/3/2020,0,2,148,3,
Region 8,5/4/2020,0,5,153,3,
Region 8,5/5/2020,0,6,159,3,
Region 8,5/6/2020,0,5,164,3,
Region 8,5/7/2020,0,4,168,3,
Region 8,5/8/2020,0,5,173,3,
Region 8,5/9/2020,0,3,176,3,
Region 8,5/10/2020,0,1,177,3,
Region 8,5/11/2020,0,8,185,3,
Region 8,5/12/2020,0,6,191,3,
Region 8,5/13/2020,0,6,197,3,
Region 8,5/14/2020,0,6,203,3,
Region 8,5/15/2020,0,1,204,3,
Region 8,5/16/2020,0,2,206,3,
Region 8,5/17/2020,0,0,206,3,
Region 8,5/18/2020,0,7,213,3,
Region 8,5/19/2020,2,4,217,5,
Region 8,5/20/2020,0,2,219,5,
Region 8,5/21/2020,0,2,221,5,
Region 8,5/22/2020,1,2,223,6,
Region 8,5/23/2020,0,3,226,6,
Region 8,5/24/2020,0,2,228,6,
Region 8,5/25/2020,0,0,228,6,
Region 8,5/26/2020,0,2,230,6,
Region 8,5/27/2020,0,3,233,6,
Region 8,5/28/2020,0,3,236,6,
Region 8,5/29/2020,0,4,240,6,
Region 8,5/30/2020,0,1,241,6,
Region 8,5/31/2020,0,2,243,6,
Region 8,6/1/2020,0,2,245,6,
Region 8,6/2/2020,0,1,246,6,
Region 8,6/3/2020,0,3,249,6,
Region 8,6/4/2020,0,6,255,6,
Region 8,6/5/2020,0,1,256,6,
Region 8,6/6/2020,0,2,258,6,
Region 8,6/7/2020,0,2,260,6,
Region 8,6/8/2020,0,0,260,6,
Region 8,6/9/2020,0,4,264,6,
Region 8,6/10/2020,0,1,265,6,
Region 8,6/11/2020,0,2,267,6,
Region 8,6/12/2020,0,1,268,6,
Region 8,6/13/2020,0,1,269,6,
Region 8,6/14/2020,0,1,270,6,
Region 8,6/15/2020,0,0,270,6,
Region 8,6/16/2020,0,2,272,6,
Region 8,6/17/2020,0,6,278,6,
Region 8,6/18/2020,0,5,283,6,
Region 8,6/19/2020,0,2,285,6,
Region 8,6/20/2020,0,0,285,6,
Region 8,6/21/2020,0,2,287,6,
Region 8,6/22/2020,0,1,288,6,
Region 8,6/23/2020,0,5,293,6,
Region 8,6/24/2020,0,4,297,6,
Region 8,6/25/2020,0,4,301,6,
Region 8,6/26/2020,0,2,303,6,
Region 8,6/27/2020,0,2,305,6,
Region 8,6/28/2020,0,6,311,6,
Region 8,6/29/2020,0,2,313,6,
Region 8,6/30/2020,0,9,322,6,
Region 8,7/1/2020,0,7,329,6,
Region 8,7/2/2020,0,9,338,6,
Region 8,7/3/2020,0,5,343,6,
Region 8,7/4/2020,0,5,348,6,
Region 8,7/5/2020,0,6,354,6,
Region 8,7/6/2020,0,7,361,6,
Region 8,7/7/2020,0,7,368,6,
Region 8,7/8/2020,0,10,378,6,
Region 8,7/9/2020,0,5,383,6,
Region 8,7/10/2020,0,3,386,6,
Region 8,7/11/2020,0,6,392,6,
Region 8,7/12/2020,0,4,396,6,
Region 8,7/13/2020,0,7,403,6,
Region 8,7/14/2020,0,7,410,6,
Region 8,7/15/2020,0,9,419,6,
Region 8,7/16/2020,0,4,423,6,
Region 8,7/17/2020,0,6,429,6,
Region 8,7/18/2020,0,4,433,6,
Region 8,7/19/2020,0,0,433,6,
Region 8,7/20/2020,0,5,438,6,
Region 8,7/21/2020,0,4,442,6,
Region 8,7/22/2020,0,3,445,6,
Region 8,7/23/2020,0,4,449,6,
Region 8,7/24/2020,0,6,455,6,
